timestamp,session_id,tg_id,week,group_id,cubes_reactive,cubes_proactive,cubes_operational,cubes_pool,satisfaction,representative,work_life,pss_1,pss_2,pss_3,pss_4,takeaway,comment,time_total,device_type,Фактор дистресса,Фактор совладания,Воспринимаемый стресс
2026-07-08 16:02:10,df389724d3ed7d5fe7740d6a4b6ea869,maximgalson,0,🔥%20Огоньки%20(ДС%202026q3),0,0,6,0,6,0,-3,3,2,2,1,,,74,desktop,4,4,8
2026-07-08 16:07:58,0f2a70caa95c141428b842dadf0d42ac,GriDV,0,💥 Искорки (ДС 2026q3),1,2,2,1,6,1,-2,3,2,2,1,,,113,desktop,4,4,8
2026-07-08 16:16:29,8f0e737962cf14494102fe8b5b39e394,a_a_koles,0,💥%20Искорки%20(ДС%202026q3),1,1,0,4,1,-2,0,4,1,1,3,,,177,desktop,7,2,13
2026-07-08 16:27:59,907dc9bcbe5375dc7729e268267cf6e8,katerrna,0,12НГ 2026q3,1,3,2,0,5,1,0,3,3,2,1,,,70,mobile,4,5,7
2026-07-08 16:33:18,af8def6b37b3addde751b09ae3251fc8,sersch_serg,0,12НГ 2026q3,3,1,2,0,5,0,-1,3,3,3,1,,,79,mobile,4,6,6
2026-07-08 16:35:30,91da97b37c23df3ed0caacafa924db34,moronizzz,0,12НГ 2026q3,5,1,0,0,1,0,3,0,3,0,0,,,45,desktop,0,3,5
2026-07-08 16:36:37,dd32ff21b543384e43b7c70e5668afd7,ekandria_nova,0,12НГ%202026q3,0,1,5,0,5,-2,-2,2,3,3,2,,,78,mobile,4,6,6
2026-07-08 16:44:29,3486a175ddce3b22c918448f03119057,tem_ar,0,12НГ 2026q3,1,0,5,0,7,3,0,2,2,2,2,,,36,mobile,4,4,8
2026-07-08 16:55:21,29db108878d08e1af918b7431265ee1e,Vibris,0,12НГ 2026q3,2,2,2,0,3,-2,0,1,4,1,0,"Страт сессия забрала очень много сил, после этого мог делать только совсем простые дела и гулять. Хотя сознательно не казалось, что мы что-то такое делали.",,1032,mobile,1,5,4
2026-07-08 16:55:43,8a64118bdf9f0aaec6a5ee9ca450489b,dmtrx7alien,0,12НГ 2026q3,0,3,3,0,6,0,-2,1,4,3,0,"В сложные моменты жизни, сосредоточенность на выполнение повседневных дел помогает мне  уравновешивать психическое состоянии (на основе ежедневного мониторинга)",,294,mobile,1,7,2
2026-07-08 16:58:30,cc56609dd18b7e32d7e07daac57d01f7,lyuda_polshikova,0,12НГ%202026q3,1,2,3,0,5,-1,0,1,3,3,1,"Что надо брать достаточно много всяких и разных  проектов, чтобы было потом что «убить».",,158,mobile,2,6,4
2026-07-08 17:22:48,00cd3997352ef95032ff68ad8914c528,pavlbon,0,12НГ%202026q3,6,0,0,0,1,0,3,4,0,1,3,,,57,mobile,7,1,14
2026-07-08 17:33:19,c96511e8423a119c502bcaca23880c63,msartaev,0,12НГ%202026q3,2,3,1,0,6,1,0,3,3,2,2,То что ты умеешь это хрень по важности) как и результаты) а то как ты продаешь это важнее всего остального,,121,mobile,5,5,8
2026-07-08 17:38:42,0deaf94b0052d254767faae2f6e40deb,ChasM2,0,12НГ 2026q3,0,3,3,0,6,2,0,1,4,3,0,Сеть больше отдохни ),,107,mobile,1,7,2
2026-07-08 17:49:31,3a51e900aad52a1ed1be08ceeefc1428,graywrk,0,12НГ%202026q3,2,2,2,0,7,2,0,1,3,3,0,,,4508,desktop,1,6,3
2026-07-08 18:07:27,3c2825760120919ff1ed8e359710ef8d,MishinaAlena,0,чат,3,2,1,0,6,2,2,2,3,2,1,"1 минута планки бодрит. Если не заряжать телефон с вечера, то его приходится заряжать утром (а не залипать в него). Я пока не могу справится с перекосом в работу и выжитым лимоном в конце рабочего дня. У меня не бывает проблем со сном, потому что я просто вырубаюсь.",,356,desktop,3,5,6
2026-07-08 18:14:31,ea1143d7a1b09867efc8da7edce1494e,Margarita_Zok,0,12НГ%202026q3,2,2,2,0,2,-2,2,2,2,2,3,"Лечись! Лечись!
Пока не восстановишь тушку - будешь чучелом!","Боюсь, что мои крайне херовые результаты из-за болезни длинной вам поломают метрику",120,mobile,5,4,9
2026-07-08 18:51:07,eceea811f745cc72f890dbf3a7df18f0,yana_selezneva_coach,0,12НГ%202026q3,1,2,3,0,6,1,0,2,3,3,2,-,Слишком много вопросов в опросниках,80,mobile,4,6,6
2026-07-08 19:36:41,9b1370f288868e2424c9b0945ef973d6,barvarbar,0,12НГ 2026q3,0,5,1,0,6,-2,0,1,4,1,0,Отдых -- великое дело,Опросы заняли вместе совсем не 5 минут 😡,271,desktop,1,5,4
2026-07-08 20:20:03,e215541aeeb0c244d191e36b7d7b9ffe,imagicdeer,0,☀️%20Лучики%20(ДС%202026q3),2,2,2,0,5,1,-2,1,4,3,1,У меня в окружении есть тёплые важные друзья. Я досточно хорош чтобы двигаться к успеху и быть полезным. Я в целом достачно крут и моя отправная точка достаточно крепкая.,Я сдал отчёт не вовремя😢я вылетел из обучения в отдых и не чекал чатики. Не знал что будет отчёт и это важно. Как увидел сразу заполнил.,419,mobile,2,7,3
2026-07-08 21:46:30,6afb080b69ecbb052834b24f9fc809e7,vasilev_dm,0,12НГ 2026q3,3,0,3,0,2,-2,0,2,3,2,3,"Научился радоваться простым вещам: поспал, поел, сходил на тренировку - значит все неплохо, несмотря на продолбыши по проектам",,108,mobile,5,5,8
2026-07-08 22:38:21,a8fb2068a5197331612829494ebef43e,tutankhamonych,0,12НГ 2026q3,3,1,2,0,5,-1,0,1,3,2,2,"Впихиваем не только в день, но и в жизнь. А оно не впихивается.","Опять кубики. Без автоматизации в планировщике - малополезное тыкание. Вопросы же из серии ""Давно ли Вы бросили пить коньяк по утрам""",292,desktop,3,5,6
2026-07-09 00:43:13,43ddf1704048220f901e7270b14463b8,mikulaYkt,0,🔥 Огоньки (ДС 2026q3),0,0,3,3,3,0,2,1,3,3,1,,,64,desktop,2,6,4
2026-07-09 06:06:00,c09b313158d7c99459cf8921bbee3ba9,nabiev80,0,12НГ 2026q3,1,4,1,0,6,0,-1,2,3,4,0,Сила вопроса чтобы что !,,846,mobile,2,7,3
2026-07-09 07:36:32,610d12368c2476aa1df5752be4244644,nkatsurina,0,12НГ 2026q3,1,1,4,0,5,0,0,1,3,3,2,,,227,mobile,3,6,5
2026-07-09 09:10:02,79832b28fea8022ff7de4ba54b0c289a,stargriv,0,12НГ%202026q3,0,2,4,0,2,-2,-3,2,1,1,4,,,59,mobile,6,2,12
2026-07-09 09:21:42,86af4e3349b529826471ce8b722ff946,tael_taeglin,0,12НГ%202026q3,1,2,3,0,5,-1,2,3,2,1,3,Нужно нанимать ещё одного менеджера,,188,mobile,6,3,11
2026-07-09 09:29:08,6420a53104e9dac75af4a5af3514e71b,Kos_Egor,0,12НГ 2026q3,1,3,2,0,5,2,2,3,3,1,3,,,63,desktop,6,4,10
2026-07-09 10:42:43,45ee2b4889ec574f5fc2323f9aec5995,Phoeneeks,0,12НГ 2026q3,3,2,1,0,5,-3,1,2,4,3,2,"Свой паттерн, который проявляется в том, что я ко второму спринту подхожу в состоянии, когда база и фундамент в просадке.
Перед тем, как достигнуть успеха, я подсознательно делаю действия, которые отдаляют меня от него, и усложняют мне путь к нему.
Отсутствие сна в течение нескольких дней перед стратсессией или другим важным мероприятием, которое потенциально увеличит количество задач, проектов, либо будет требовать ответственности от меня.

А ещё неумение отдыхать. Ведь только когда ""Бобик сдох"", мне официально разрешено отдыхать в моей голове.

А раз я это вижу и знаю - могу с этим что-то сделать.
Собственно в спринте буду над этим работать - большинство проектов как раз об этом всём в этот раз у меня, забота и любовь к себе в действиях, осознаное рукожопие, и беру по минимуму, фокусируясь на фундаменте, кайфах, и основном.
Антиуспешныйуспех. Слишком много достигатора необходимо полярным вытравливать.","Ураааа!!! Новый вариант опроса!!!)))
Моя любимая психология(скупая слеза потекла от воспоминаний заполнения разных опросников с подобными шкалами)! :)",743,desktop,4,7,5
2026-07-09 11:23:24,9894f2b4408713b0f1a8b9011b4e348b,ksemiya,0,12НГ 2026q3,1,3,2,0,6,1,-1,2,3,3,2,,,125,desktop,4,6,6
2026-07-09 13:52:59,9bdb1a51e8f5f6d34358e0a1e935b1ec,alvlivanov,0,12НГ 2026q3,2,2,2,0,6,0,-1,2,3,2,2,"Вселенная помогает тебе решать проблемы, только важно сохранять спокойствие и продолжать движение - делать что-то в направлении решения проблем.",,172,desktop,4,5,7
2026-07-09 14:06:15,fb79a2706e0b4fc001b9b10a2d350365,Nikki2035,0,12НГ 2026q3,1,2,3,0,7,0,0,0,3,4,0,,,122,desktop,0,7,1
2026-07-09 14:28:19,d75e36485033a47954f9f9255ac3f7e6,maksimbochkov,0,12НГ 2026q3,1,2,3,0,5,0,0,1,3,3,1,,,52,desktop,2,6,4
2026-07-09 14:37:56,0dae5025e34639ab3929dc122e4f74ab,Mur_Roman,0,12НГ%202026q3,2,2,1,1,5,0,1,2,3,2,1,,,175,desktop,3,5,6
2026-07-09 23:52:51,e0f732ad647f74734f674a9b2ef834bf,Alexs1288,0,🔥 Огоньки (ДС 2026q3),2,1,1,2,5,0,1,1,3,2,2,,,263,mobile,3,5,6
2026-07-10 06:18:01,68828d1ae802dad3dd30894504d75436,Olga_zabrodina79,0,🌟 Звёздочки (ДС 2026q3),6,0,0,0,2,-2,3,4,1,1,4,Надо отдыхать. Сон по 3 -4 часа в сутки не способствует продуктивной работе,,196,mobile,8,2,14
2026-07-10 08:46:57,cb4048cd99781619620e1f1137abf668,basdanil,0,12НГ%202026q3,1,2,1,2,3,-2,-1,2,3,3,2,"Были отгулы, ни могу вернуться в рабочий режим никак",,149,mobile,4,6,6
2026-07-10 10:01:57,0b8208c9184792ec0951a5cd9516578c,temp_nick,0,12НГ 2026q3,0,3,3,0,3,-2,-2,2,2,2,2,,,47,desktop,4,4,8
2026-07-10 12:47:45,82848daefd958969cff9b08b52699558,advertumacj,0,12НГ 2026q3,1,1,4,0,4,-1,-1,2,3,3,1,"прикольно, когда попадаются новые заряженные бадди (и самое главное -- случайные) -- сразу будто свежий сахар для дрожжей ума",на 3 день прокрастинации бота я смог заполнить опросник,126,desktop,3,6,5
2026-07-10 14:05:37,1b480e3de5c278a24ca4c8f4c195911e,unSaintMan,0,12НГ 2026q3,2,1,3,0,3,-1,2,3,2,2,3,Вздох - ты жив не сдох.,Спасибо!,3550,desktop,6,4,10
2026-07-10 14:05:48,d7e4c894f8bcf8a60528d452b8f8884c,vprgn,0,12НГ%202026q3,2,2,2,0,6,2,1,1,3,3,2,,,786,desktop,3,6,5
2026-07-10 17:14:22,417bbf8c9da6b474faaaff9581983237,Knovelaer,0,чат,2,1,3,0,3,0,1,2,2,2,2,,,36,desktop,4,4,8
2026-07-10 18:21:41,de5cdeaa1c929650105aa3ee03ea02b2,Alexey_Logic,0,🔥 Огоньки (ДС 2026q3),2,2,2,0,4,2,-2,1,3,3,1,Нужно  больше  времени уделять восстановлению,Вы классные),136,desktop,2,6,4
2026-07-11 13:53:08,26ae4319ab36030802a133134df0e1b8,MagicUnderHood,0,12НГ 2026q3,2,1,2,1,7,-1,-1,3,2,2,2,,,645,desktop,5,4,9
2026-07-11 16:53:13,196afd81b065be9bf6d545550567568b,irina_katenina,0,12НГ 2026q3,2,2,2,0,6,2,2,1,3,3,1,,,86,desktop,2,6,4
2026-07-11 18:41:28,2d7e10af6ccdc3354c7ea9d492c586fa,ChasM2,0,чат,1,2,3,0,5,0,1,1,4,4,0,,,109,desktop,1,8,1
2026-07-11 19:01:53,bd60adaf997d3ac32feae48e906adaae,JohnLP,0,12НГ%202026q3,2,2,1,1,5,-1,-1,3,3,2,0,"1. Что нужно сократить число проектов на спринт
2. Большинство проектов на спринт - это этапы Больших долгосрочных проектов.",,253,mobile,3,5,6
2026-07-12 08:48:18,07565f3832674fa410319c2957790fd3,nvkoy,1,🌟 Звёздочки (ДС 2026q3),0,4,2,0,5,2,-2,2,4,3,0,,,102,desktop,2,7,3
2026-07-12 08:53:46,3ff7142267c4b34e844bc1547210031e,EkaterinaKazmina,1,12НГ 2026q3,1,2,3,0,3,0,-2,2,2,2,2,,,58,mobile,4,4,8
2026-07-12 09:01:01,95ab724fc6c3cb0f81382017498cc4c8,anna_metel87,1,🔥 Огоньки (ДС 2026q3),4,1,1,0,6,3,0,1,4,3,0,,,635,mobile,1,7,2
2026-07-12 09:01:58,bab98eb7f7465857677c3bc92ba01b5d,popovichse,1,12НГ 2026q3,3,0,3,0,2,-2,3,3,1,1,3,,,72,mobile,6,2,12
2026-07-12 09:23:11,69b1713d685208eb00216a9ab14718a0,sersch_serg,1,12НГ 2026q3,2,2,2,0,6,0,-1,1,3,3,1,,,54,mobile,2,6,4
